"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
69,88,42341,2,51,3890.52584,11,20818.60683,15573.16606,1
41,73,37131,0,93,4317.776646,2,32229.98589,17821.01246,0
39,74,36641,0,86,5282.543719,4,15579.54321,5320.312354,0
76,78,43307,1,84,7343.208559,7,10866.71674,11621.10849,0
31,74,34329,0,50,4497.877432,9,9365.098157,13777.6916,0
24,75,31789,0,29,10729.26985,3,13970.73928,24601.56975,0
35,79,35561,0,13,4571.80142,6,21764.79954,26594.58002,0
55,86,40079,0,78,4190.540426,5,28938.80638,26142.69741,0
23,88,31351,0,9,4719.539485,3,19452.74413,24798.96505,0
29,14,33678,1,15,2808.430661,3,36264.20982,27570.18545,0
29,59,33671,0,92,2044.807575,3,36129.3226,24002.20699,0
55,68,40090,0,97,2741.537462,5,23273.93886,24769.56131,0
43,92,37612,0,100,9325.103651,7,12166.3852,25702.35669,0
28,80,33302,1,2,4588.002785,4,13013.34482,39453.30487,0
33,73,34970,0,16,5608.823133,5,15351.19313,22179.38586,0
47,53,38503,0,50,2995.305268,5,21873.44382,21956.03247,0
42,82,37380,0,92,9183.392819,6,19853.54875,25552.24685,0
39,80,36643,0,69,4121.92969,7,13866.53359,15840.24184,0
26,89,32577,1,1,3401.959896,0,23701.95647,38732.212,0
55,90,40072,0,9,3732.626522,2,16397.44689,16468.80195,0
34,43,35270,0,71,8877.746263,5,48132.27533,29716.33057,0
39,75,36607,0,16,3568.544911,6,11553.38447,16851.07826,0
53,78,39698,0,90,2197.885865,5,37738.29647,34595.63811,0
42,93,37377,0,99,1749.36633,5,33119.54328,61992.84644,0
37,72,36091,3,2,5193.895474,5,18631.36815,17949.04871,0
40,75,36896,0,25,5776.919056,2,18429.6222,13263.63561,0
47,72,38506,0,17,4324.19714,5,14472.46064,20271.76697,0
50,54,39118,0,86,4481.612295,6,16762.93591,28806.80774,0
32,50,34658,0,100,5745.377745,7,11483.52198,23563.58776,0
57,45,40432,0,58,7700.844495,5,19867.25983,8071.071279,1
39,85,36644,0,70,3684.267009,4,6736.435771,30401.43662,0
24,86,31777,0,13,2077.149069,2,9564.957357,35803.67013,0
26,76,32580,3,31,4741.047402,3,20007.63653,29240.66764,0
66,86,41888,1,70,3968.501952,1,9460.636517,16387.83775,0
58,85,40608,0,32,5067.234103,7,19358.94222,34124.20476,0
47,86,38508,0,10,5826.019582,7,12258.40007,25796.52751,0
44,81,37852,0,100,3239.415453,6,35040.68764,6260.461624,0
39,80,36629,1,95,2176.886926,6,7324.430431,11639.31502,1
50,83,39127,0,40,3788.272066,3,30396.10947,24422.89119,0
60,48,40935,0,51,7027.976557,4,28048.63867,29719.56646,0
39,78,36637,1,19,6951.933409,6,53308.42137,8391.725496,0
29,70,33684,0,92,1117.705601,5,21662.42942,33813.5444,0
50,69,39122,0,0,3469.20896,10,16370.79065,42767.37031,1
44,91,37842,0,100,1256.561055,7,19899.85983,48656.83904,1
57,79,40435,0,12,6061.166992,6,23130.70704,12386.91086,0
37,77,36098,0,38,4959.752001,3,13441.31732,6843.588575,0
34,28,35263,0,34,3310.734192,3,23306.45522,32282.83461,0
42,68,37386,0,6,9999.22422,8,12519.77959,26558.46494,0
55,51,40065,0,0,5245.367907,5,20974.23177,25840.28209,1
32,82,34657,0,61,3797.368627,3,27456.31032,18902.42104,0
41,90,37141,1,100,6225.087303,8,27628.57691,12080.97807,0
26,91,32590,1,1,3105.095747,1,25465.68395,16018.54388,1
32,68,34662,1,24,6872.700991,5,27978.04137,38388.25744,1
40,73,36872,2,55,3302.833776,4,28091.90312,17134.67927,0
24,74,31790,0,90,4985.130364,5,28425.90879,16233.82028,0
42,97,37377,1,41,6746.792324,4,4359.566246,33414.92879,1
44,99,37837,0,50,5189.158071,4,40542.0071,34982.93281,0
48,87,38700,0,9,5239.153329,11,61944.49367,30624.02545,0
30,68,34011,0,45,6147.106008,3,17074.26627,9489.34765,0
40,62,36891,0,14,2722.628634,5,16034.34772,43796.98288,0
61,79,41114,0,21,7207.506367,3,10098.69211,34712.23443,0
42,44,37376,0,23,5236.312449,2,19685.71256,30796.09449,0
78,91,43568,2,81,4611.521972,5,10370.06993,40393.16335,0
37,83,36117,2,99,3135.469052,9,14850.98818,7788.93173,1
55,84,40076,1,82,5606.66271,2,16308.78045,46125.41006,0
25,69,32181,2,92,7213.256992,5,22909.42253,29703.27028,0
43,53,37607,0,49,6685.964418,6,33362.66764,28659.89618,1
30,45,34012,0,99,2767.164982,6,27186.38313,13171.88171,0
32,85,34655,0,0,4106.306882,4,11913.88365,22129.56818,0
43,58,37611,0,50,4717.498018,6,51095.96958,23278.4189,0
31,72,34320,1,76,6149.838725,9,10461.12939,15443.13338,0
36,71,35848,0,99,4065.374492,1,7203.240025,10441.56258,1
23,65,31351,0,71,4546.443231,4,17978.81777,23583.6049,0
60,63,40934,1,54,5312.462915,1,11464.99595,18780.85409,0
43,81,37621,0,97,6493.057513,6,21993.24153,17601.91331,0
44,89,37838,0,47,8066.707772,6,28124.64612,11342.02758,0
44,49,37841,0,83,7236.890594,12,38914.06848,25053.36861,0
37,89,36114,0,9,3267.266468,4,37226.77289,5959.993039,0
27,47,32963,2,51,9395.56144,5,15158.86875,44947.08679,0
38,75,36371,0,80,1872.460807,5,53739.13655,36367.88457,0
76,66,43308,0,31,4943.577622,4,12285.91483,20214.74117,0
36,73,35832,0,73,5499.528049,7,15519.93899,35047.79662,0
34,77,35246,0,50,9363.673524,9,24046.73037,13669.16976,0
55,66,40088,0,46,3772.154413,5,14785.5423,4308.395928,0
35,91,35565,1,98,4946.858553,5,10360.10801,26927.27726,0
30,77,34029,0,50,5630.311158,3,11635.59507,22205.70917,0
37,72,36105,0,100,7817.251122,4,19064.4665,39655.95626,0
37,94,36121,0,95,3551.403957,4,17781.26895,23390.77238,0
41,79,37143,2,22,1075.800527,4,23659.93151,30747.91891,0
37,89,36121,1,34,5200.401742,1,29508.87471,29894.96733,0
47,91,38495,0,100,3749.248418,3,34302.51359,19457.23275,1
59,59,40774,0,68,5379.176632,2,5696.824593,46123.56696,0
49,76,38924,0,52,6579.248411,8,27262.42612,17127.59135,1
46,96,38276,1,76,6749.306847,2,17694.4688,29718.29462,0
28,92,33327,0,20,4709.021727,5,12276.68759,22089.71972,0
41,68,37132,0,97,3056.422904,5,22982.64781,20581.06038,0
52,43,39511,0,1,1064.794547,4,8256.66399,26377.49373,0
35,90,35547,0,62,3977.375507,5,9740.7682,37627.63648,0
48,93,38729,0,59,5076.742868,7,11925.57712,12204.83874,0
42,78,37362,1,50,4431.453655,7,21806.9833,30727.67649,0
60,71,40941,0,28,2687.621296,6,5073.752526,28438.49286,1
50,91,39116,0,100,1719.345395,3,39567.7756,70669.78999,0
42,66,37381,0,74,8815.098743,5,18304.14992,29365.45444,0
53,73,39703,2,9,5751.640699,7,13535.99931,38570.27712,0
44,73,37852,0,43,2431.088251,7,34321.33606,46100.80458,0
59,54,40783,0,87,9133.368011,3,28750.78147,12576.6817,0
52,62,39497,1,18,3797.585074,1,21735.33493,36697.6635,0
49,86,38916,1,99,5980.374179,9,19188.61518,15119.29085,1
49,76,38908,0,96,5434.23615,4,35955.03317,26023.25444,0
39,98,36623,0,39,2967.871317,3,58605.34363,9620.052444,0
32,76,34642,0,50,7149.667237,10,22823.21665,16653.45982,0
45,82,38083,0,9,5396.91807,2,14216.12611,22487.15927,0
39,67,36637,0,13,3155.17712,10,5513.478572,22050.53828,0
58,68,40604,2,16,6908.975415,8,27419.58822,15266.7671,1
37,71,36093,0,50,4788.224466,2,50036.89613,10917.53757,0
31,77,34336,0,52,2823.184282,3,32105.57584,14726.27056,1
58,24,40594,0,100,9575.907272,7,35680.36392,21347.97195,1
38,86,36368,1,54,2356.290036,7,26569.20819,14814.29735,0
71,79,42640,0,2,3292.137913,7,17761.33747,13249.12975,0
35,76,35561,3,94,4925.059464,4,5259.482298,18719.5884,1
40,89,36886,0,50,2523.813512,0,24627.98789,15020.61483,0
39,87,36624,0,0,4109.568812,6,22464.26859,13406.45781,0
47,80,38497,1,48,2232.360104,6,18181.85995,11279.2113,1
49,76,38938,0,1,8430.615587,5,28326.72889,59518.4983,0
42,68,37387,0,9,4000.365974,6,25333.21384,47574.87052,0
30,78,34000,0,57,1118.283953,7,21748.77751,19092.77234,0
63,55,41440,4,3,4096.165948,3,22633.60532,17470.12946,0
60,70,40929,0,54,5285.205691,3,15512.32631,6116.729765,1
32,79,34657,0,100,5296.472263,4,21480.20377,17462.94354,0
28,71,33322,0,86,6711.671263,7,17990.69839,30910.53479,0
53,79,39717,0,30,4863.676416,13,38386.44034,12180.35507,0
32,48,34657,1,73,4457.772528,3,42886.25497,46811.1391,0
37,73,36114,0,23,3003.79098,3,5192.891598,30847.61275,0
47,89,38493,0,1,1801.080083,8,18749.72097,27098.65875,1
62,74,41276,0,94,7545.068268,9,28103.8418,24614.31014,0
21,93,30450,0,54,5373.05651,4,8821.02793,22322.1021,0
28,68,33324,0,99,3636.034611,7,45885.58805,47087.76056,0
33,39,34958,0,80,8459.413964,2,56027.36763,13455.87287,0
49,68,38925,0,89,10046.15273,0,19937.7654,21538.02059,0
67,84,42034,0,83,6363.493261,3,16347.31389,12178.58539,0
59,66,40776,0,70,3897.46493,3,21997.05051,28900.69057,0
46,36,38286,0,2,5039.725799,6,46161.58475,10930.61486,1
56,88,40251,0,14,11792.60801,6,19943.37673,14641.26026,0
55,69,40072,3,57,7379.1716,2,40109.79985,60674.45102,0
40,83,36884,1,37,11593.12557,8,21373.09599,20756.70578,0
27,67,32973,1,100,4258.511049,4,20961.17971,10505.50019,0
42,83,37374,0,97,6597.424636,5,61308.89495,23794.53751,0
42,70,37376,4,86,3300.151665,4,25865.40531,23473.19047,0
48,46,38736,0,37,5718.294178,6,21618.99353,25439.50205,0
47,88,38510,0,9,4551.480767,11,18550.24655,25378.67533,0
24,74,31759,2,84,7413.88803,8,54542.10848,31095.83635,0
49,77,38909,0,16,4903.01177,6,11736.13283,23171.05151,0
45,68,38061,0,100,2507.974104,3,20499.70138,19702.36462,0
56,88,40245,1,50,2886.566605,6,21700.42199,58792.18274,0
32,69,34630,0,1,3250.605476,7,6796.962478,29464.80603,0
24,97,31781,1,34,6298.731756,8,10823.42829,19971.59993,1
50,87,39143,0,85,4843.900085,2,20881.23744,19594.04858,0
42,74,37379,0,4,1455.312872,4,19912.4806,4484.884039,0
43,77,37599,0,0,3769.825667,10,19394.67465,17491.32081,0
52,63,39509,0,63,5580.309427,4,22022.35026,15733.12481,0
28,71,33310,1,44,5113.785378,7,18033.93763,23993.62102,1
38,60,36357,1,82,2116.339795,8,7018.476807,30784.12929,1
46,82,38295,0,65,3790.266593,4,10537.02608,23275.75425,0
29,73,33663,1,88,5104.587016,7,7818.677902,4386.008658,0
34,55,35259,0,50,2898.069388,6,9380.925442,17048.20023,0
45,59,38055,0,83,3619.313327,4,27701.51853,20758.74376,0
40,37,36882,0,40,5594.799709,6,19717.68616,11280.774,1
50,88,39122,0,26,5240.265398,2,13714.03139,16349.47767,0
40,59,36882,0,83,4990.865329,4,33047.72009,10734.38726,0
32,91,34676,0,1,5581.404783,3,42991.7155,24422.27592,0
48,84,38708,0,100,7389.106627,8,11448.37294,36266.31915,0
24,65,31791,0,93,2971.724158,7,22480.52918,23564.22357,0
60,85,40949,0,76,3518.636203,5,13271.06607,21557.48954,0
41,87,37149,1,71,5856.3423,1,29674.53666,12326.22546,1
51,77,39332,0,16,2647.082674,2,23299.13083,28886.28296,0
47,93,38494,0,23,10331.64064,4,11878.35516,16055.76549,0
49,38,38931,1,27,1687.745263,4,21622.40716,10343.33912,0
40,82,36897,0,66,4734.971739,3,32001.3974,17871.42849,0
46,65,38294,1,50,2911.159411,10,40262.77474,42693.20542,1
29,69,33679,0,18,3777.730552,9,28050.11461,4725.274701,0
44,77,37845,3,0,2150.065217,7,31978.49029,14271.00906,0
49,87,38912,0,66,7355.407755,5,14574.99928,22238.5406,1
54,61,39897,0,86,4372.212753,3,21524.06544,19131.45113,0
28,35,33338,0,27,7353.234671,3,11451.94099,26481.94237,0
28,79,33340,0,78,2330.039005,3,27452.06377,11385.44021,0
48,81,38716,0,54,7155.429942,7,20297.80176,20073.02046,0
66,73,41907,0,100,5835.269929,11,23068.00549,24775.00645,0
45,61,38081,0,92,1313.484557,4,10544.29522,38023.07023,1
59,88,40785,0,7,3892.211462,3,28840.62535,36242.88751,0
46,46,38298,0,3,2683.713159,8,15965.99257,38545.58355,0
25,86,32203,2,97,2955.175507,8,6150.696917,21583.36224,0
30,73,34032,0,80,4850.630342,10,12843.78939,41859.7537,0
50,70,39111,0,50,5327.613507,7,35839.88992,43076.87319,0
39,76,36630,0,97,4615.829345,6,46038.98817,41788.77067,1
43,73,37619,1,11,4660.280708,10,18246.03083,16481.71876,0
55,84,40079,0,100,4452.988415,4,22216.79086,24002.20316,0
49,87,38928,0,81,3883.36459,5,14009.95252,18984.95725,0
41,85,37128,0,46,2480.424933,7,30041.76912,17200.37081,1
43,95,37590,0,85,5132.411347,2,28354.88037,19919.52685,0
56,62,40237,0,30,4949.645571,7,14282.43227,31258.84651,0
71,88,42623,0,33,2772.761948,5,28883.9709,7703.008041,0
70,88,42470,0,71,6597.548896,6,14849.62405,12823.63468,0
32,86,34654,0,30,2527.359182,1,13047.18539,23010.39563,0
46,63,38292,0,51,6806.712001,2,31144.55844,12014.41403,1
41,92,37143,0,50,5002.713576,6,16210.45767,18843.29527,0
57,74,40444,0,48,7760.924531,4,38559.58058,8658.483229,0
44,81,37848,0,31,3512.275262,9,43911.72997,7708.414855,0
30,89,34022,0,50,12629.69944,4,14384.79033,23247.47724,1
47,89,38494,0,57,4775.862346,2,10195.68112,10330.04474,0
43,74,37611,0,52,4321.208314,3,21196.04426,11576.38689,0
39,82,36631,0,92,4830.29474,10,33732.05497,21990.4911,0
63,68,41430,0,78,6365.373356,4,12975.70081,19718.2894,0
51,85,39313,1,86,7194.725464,6,26250.43398,20004.15586,0
25,96,32186,1,18,3494.436368,6,42360.91727,11488.10839,0
50,92,39126,0,41,4468.933539,8,15891.70097,52379.71045,0
59,90,40769,0,43,2558.617464,6,15961.97688,30420.70741,0
54,81,39881,0,99,2801.947311,3,58162.7365,15504.99566,0
46,96,38278,0,14,8130.791874,5,13302.53252,43931.96114,0
45,71,38079,1,15,3889.153197,3,19014.34544,29048.53517,0
25,86,32193,1,9,5859.119574,3,37913.79882,34359.84396,0
25,59,32184,0,78,6711.007869,4,18170.43026,17416.78226,0
38,79,36376,0,17,2109.772183,5,15990.85484,14718.07803,0
56,70,40271,0,98,2357.815321,4,34847.77121,15202.50469,0
36,60,35830,0,100,7783.375544,6,36792.02716,18909.53228,0
41,71,37134,0,87,2739.865343,4,30004.16892,12726.08979,0
36,36,35833,1,50,3834.630545,5,61418.55182,31055.18734,0
47,70,38498,0,3,11871.39653,7,26574.503,8739.799465,1
65,90,41738,1,47,3324.677775,5,18654.07541,23556.86465,0
40,81,36884,0,19,2143.184005,0,13298.4115,23517.19093,0
46,88,38295,0,85,787.9567198,5,14003.94808,20599.74286,0
48,52,38716,0,99,6137.868509,4,41284.18756,20881.95003,0
35,69,35564,0,50,5086.479475,8,19024.48247,13921.97718,0
50,75,39123,2,16,7836.22154,5,10878.57876,25416.82454,0
49,50,38920,0,77,5448.956053,1,21736.83517,23989.7566,1
25,66,32167,0,99,2135.47737,3,29423.38192,48334.46884,1
50,74,39100,0,81,1068.278801,7,49204.97609,6468.066287,0
42,80,37368,1,17,8039.014938,5,18198.57126,20573.6309,0
53,70,39689,0,4,5181.342607,7,7739.540909,23133.87629,0
46,83,38276,0,52,2418.719601,5,42331.20892,42328.01821,0
45,31,38071,0,50,7985.190061,8,14430.60213,15008.32326,0
44,80,37832,0,5,6044.555138,9,9744.651165,31983.15104,0
28,77,33319,0,15,4280.865147,6,9762.579771,15854.22957,0
59,80,40775,0,66,4394.675707,4,56659.79798,15633.48829,0
39,91,36638,0,39,4193.832799,3,23033.88156,12383.22822,0
40,87,36877,0,19,2923.222467,2,37176.31671,24651.47844,1
44,70,37827,3,51,4018.977619,2,38897.89734,7900.853475,0
28,44,33322,0,11,3527.234789,6,8500.196791,13273.56368,1
44,57,37822,0,6,3529.821627,7,18151.36388,17103.42901,0
49,80,38923,0,68,10029.48671,3,32249.59278,13414.39847,1
32,66,34657,0,100,10217.00692,4,23297.01005,11321.04586,0
72,65,42759,0,17,8373.782145,2,34038.8529,22508.108,0
28,29,33305,0,74,2491.319766,5,30737.18427,58540.47487,0
64,63,41604,2,77,3425.411882,4,23769.87618,30106.63745,1
53,70,39709,0,83,1628.015058,7,21089.84783,9753.452384,0
44,84,37859,3,5,8072.077525,1,8015.630784,25887.12075,1
56,87,40249,0,65,2256.656762,9,16622.96313,18593.91489,0
25,44,32183,2,48,3857.419879,4,12738.54799,15215.11128,0
30,56,34009,2,99,2061.784209,1,13948.25326,23345.02004,0
38,72,36392,0,19,4625.379626,9,27304.47869,32091.40754,0
38,79,36382,0,2,5341.968195,5,15786.92383,40673.31646,0
45,72,38052,2,64,1883.210413,9,25266.85279,19445.7687,0
43,80,37610,0,7,3399.768559,5,14279.46316,8842.698744,0
35,90,35536,0,42,3875.979612,3,50517.56891,5689.008514,0
45,56,38075,1,14,2587.244079,3,14352.50832,66083.85042,0
24,60,31782,1,85,3310.077976,1,17868.08105,38927.10171,0
39,68,36642,0,88,3440.0717,6,41023.41066,11159.3412,0
48,63,38704,0,28,1841.148188,8,22271.8493,14651.43833,0
66,81,41892,1,57,3907.270971,2,42389.23436,16924.97853,0
32,57,34666,0,49,3732.713921,6,42412.11758,13358.98223,0
66,78,41908,1,0,1866.54073,7,27582.51293,11714.5664,0
38,50,36385,0,51,10666.52396,5,20598.41657,34352.57516,0
52,84,39501,0,39,3691.806659,5,11512.463,24351.88502,0
48,75,38713,0,60,3987.676866,5,32333.57527,28985.84941,0
55,33,40064,0,5,4308.135786,2,21218.29882,23752.44213,0
45,77,38074,0,24,3806.828095,4,12893.27944,15904.58226,0
58,82,40605,0,7,3683.688924,6,12508.0225,28932.87691,0
55,80,40079,0,49,8630.159738,4,11993.20458,28505.12733,0
68,63,42213,2,12,1555.432315,5,24992.51135,13808.02996,0
45,61,38076,0,48,4542.136135,4,30719.37971,33073.27612,1
39,41,36621,0,25,7905.798815,9,13437.60842,27271.61272,0
34,77,35270,1,99,3011.005276,3,20235.18031,11237.50072,0
46,93,38304,1,28,1115.990499,4,12335.87614,20003.19388,0
38,73,36372,1,95,3094.440287,5,16106.57386,17284.96864,0
37,73,36100,0,94,4784.012705,3,23179.88737,34293.23346,0
51,98,39309,2,79,8555.125996,6,20670.48255,21061.22227,0
55,87,40074,0,42,5991.245321,9,12391.29404,10565.75277,0
44,81,37839,0,34,4702.902957,4,16393.86288,16377.1965,0
44,79,37844,0,97,3637.494526,7,7734.249017,7888.308608,0
46,69,38290,0,50,3694.338133,2,13636.06683,16595.21236,0
44,79,37845,0,56,3544.795881,5,16996.1846,28759.28114,0
45,86,38058,0,65,2265.464822,9,29934.13847,12290.3427,0
32,66,34652,1,76,5276.59869,9,24807.52325,60402.6647,0
24,61,31772,1,56,5878.474119,5,24042.89575,23083.23319,0
23,84,31340,0,27,2135.469671,3,31474.97545,21068.58366,0
37,81,36103,0,81,4943.382636,5,22064.45037,4960.398636,0
46,85,38289,0,85,3152.365712,6,36560.19302,36709.81222,0
42,71,37379,0,18,5898.304238,10,31510.54487,19976.40252,0
48,76,38706,0,83,3133.696722,5,9418.436049,27614.21691,0
31,68,34352,0,17,2675.590952,5,23693.51645,15990.62459,0
39,69,36642,2,7,7602.52798,6,17114.1101,29507.7108,0
48,41,38717,0,3,2642.634885,1,40136.28733,6778.908859,1
30,73,34004,0,92,4541.346855,3,10831.43573,27712.39046,0
55,40,40089,1,88,5489.261295,1,17796.33114,12511.2335,0
53,89,39705,0,25,4601.872747,1,20616.76389,39732.58716,0
31,80,34344,0,4,6902.975215,7,10027.48425,10929.52851,1
30,39,34008,0,84,5162.289159,5,19415.36043,15706.18967,0
44,67,37840,1,50,2005.111792,9,23149.224,19711.66146,0
32,66,34665,0,62,3999.752055,8,13733.60121,7739.917923,0
33,69,34970,0,6,1820.64345,7,39202.30689,9969.843684,0
45,89,38052,0,24,2741.457063,2,22976.61625,25910.60139,0
21,69,30451,0,50,2992.68666,6,12418.81734,13241.96471,1
39,56,36638,0,51,3887.006878,3,16785.913,57993.67494,0
26,71,32579,0,91,5497.245292,6,8426.270745,52426.39779,0
44,68,37835,0,50,2192.373343,5,21268.14156,26587.2767,0
34,93,35279,1,78,6233.531673,9,35814.97372,19298.89988,0
44,69,37841,0,8,7359.70804,8,18875.72754,26953.19898,0
61,84,41104,0,89,4132.692111,4,18835.52238,10032.90325,0
45,75,38061,0,64,7396.065095,3,27150.75294,13091.84606,0
41,91,37128,1,58,5234.888045,2,16842.76898,37127.30351,0
38,83,36385,0,50,2945.753353,3,12316.00669,22799.56896,0
29,88,33675,0,88,4669.858508,4,20133.62709,12384.10341,0
42,84,37374,0,99,6886.151586,2,31638.31245,42810.69212,0
39,89,36639,0,93,3794.140999,5,15837.81884,34509.06973,0
25,95,32200,2,50,4863.355271,10,19773.01993,18661.83226,0
26,79,32576,0,6,4097.393423,5,11146.3395,28246.75432,0
42,68,37376,0,25,6015.262224,5,11323.28508,61099.71946,1
41,90,37127,0,86,3278.199967,4,18839.65769,24768.74237,0
25,79,32194,0,53,2965.408744,3,20269.52256,53243.79694,0
58,94,40594,1,53,6280.448091,7,33743.95367,17373.40611,0
41,89,37147,0,4,4938.76312,6,13957.28536,8546.268868,0
37,86,36105,0,87,5950.450497,5,12860.39792,6352.758072,0
56,54,40246,0,88,3965.414845,6,13730.61451,24616.02089,0
58,33,40608,0,18,4405.373445,4,25543.93466,30004.13497,0
27,74,32955,0,59,1874.921092,4,52683.25322,18728.88701,0
46,77,38280,1,30,5079.025129,3,16268.79749,15629.93758,0
27,77,32956,1,83,2214.225352,5,14009.13433,60302.70327,0
37,83,36101,1,49,6534.26554,2,65508.49633,32474.78697,1
43,88,37611,1,45,4410.830093,4,13122.4749,7372.054529,0
40,65,36897,4,6,9502.279584,4,12397.62856,37737.08976,0
56,76,40250,0,5,3630.41927,5,25171.88322,45987.81024,0
39,90,36648,2,88,6910.728245,4,16984.46156,24517.3683,0
46,88,38298,0,67,4874.571656,6,22253.41848,29603.35071,0
35,66,35558,0,12,5565.003448,3,35072.09547,24725.62626,0
28,86,33307,1,50,2367.34379,3,12967.35626,32378.89089,0
35,38,35550,1,0,4758.961134,3,10051.2836,4099.008022,1
60,72,40944,0,92,8442.719281,9,31793.45198,11458.32872,0
38,75,36355,0,16,7234.317963,6,37529.8944,16910.33994,0
33,69,34962,3,56,11672.78074,3,31418.94483,28532.79962,1
62,60,41263,0,0,4762.144348,5,25484.32828,20761.4299,0
59,79,40787,0,99,2748.949911,2,14082.07741,12421.85661,0
40,76,36890,0,92,3834.817453,5,24380.71564,7021.324247,1
34,71,35280,2,50,7283.683461,6,7340.400662,17949.785,0
50,91,39133,0,1,3145.091905,1,21890.75368,20383.01181,0
46,71,38294,0,80,6637.279159,5,24162.33903,27705.57999,0
38,83,36367,0,56,4425.962351,6,5629.807751,12388.96608,0
35,78,35567,0,41,5980.242969,2,11954.78265,32416.368,0
44,70,37851,0,100,3958.478049,2,11603.11105,10171.96186,0
50,74,39113,3,75,5758.219671,4,37049.14651,16529.13229,0
45,86,38062,1,17,4153.457996,3,28497.03973,18489.33182,0
47,86,38515,0,42,2639.119585,7,14388.25529,16402.21269,1
31,63,34351,0,67,2363.112562,6,49775.56556,16167.54364,0
47,77,38509,0,43,4814.862384,4,26871.19163,8549.222821,1
52,69,39505,1,26,3724.942579,3,15845.04299,14573.88868,0
50,70,39129,0,50,3076.482102,5,9659.67773,26450.01398,0
62,20,41272,0,30,4741.863275,4,18568.08627,48826.72702,0
56,80,40257,0,12,4882.803771,2,9263.887678,17888.03173,0
51,79,39297,0,60,4829.231262,5,58141.04181,11564.39626,0
53,81,39696,0,71,2764.179876,4,27036.34656,24025.58889,0
50,50,39109,2,35,2710.770969,7,36884.17337,28522.63601,0
59,75,40766,0,100,5629.203229,7,63727.83123,28787.3818,0
41,89,37123,0,25,2805.10489,4,42523.97887,18283.28492,0
29,75,33700,0,27,2778.060162,4,48397.86554,31061.52116,1
65,74,41743,0,86,4340.413693,2,16775.83062,18163.7913,0
32,68,34655,0,66,2775.62321,5,35012.12273,45194.02009,0
46,34,38288,0,75,4898.398855,7,15875.0034,20747.03644,1
45,59,38070,0,92,5466.319573,8,25300.93263,56862.31487,0
42,84,37367,1,44,4882.77244,9,9367.686821,15943.69038,1
31,73,34337,0,50,4928.226672,2,29479.64362,14790.18025,0
44,86,37844,0,20,2809.050814,1,10552.57799,30093.29309,0
46,93,38264,0,94,7468.33908,1,13535.17561,10785.27958,0
73,96,42894,0,79,6659.019851,8,18447.16283,16896.84247,0
54,72,39889,0,0,1705.072645,3,9437.832547,3006.962985,0
44,68,37841,1,99,5694.451483,8,21211.03255,12847.58591,1
43,53,37605,3,4,6036.448322,5,9509.465712,7726.695997,1
45,54,38041,3,1,5068.856075,4,17374.99793,9787.68403,0
33,72,34962,0,40,9547.760215,2,37586.54616,21325.20431,0
68,39,42214,0,11,7001.056989,5,12452.21547,17172.25685,0
61,88,41117,0,41,4077.582101,3,26078.86434,18013.78086,0
33,73,34963,1,83,4768.921265,6,47713.31865,12560.15404,0
35,95,35563,0,62,5411.065405,5,20042.95489,14680.33702,0
36,92,35839,0,5,3225.100367,6,8285.176762,28439.29051,0
55,71,40082,2,68,4905.331793,2,19802.81147,20886.91902,0
47,79,38514,1,0,4542.353868,5,17121.51843,14140.01088,0
52,75,39513,2,81,5716.743366,8,18444.5885,53127.79537,0
73,86,42902,0,1,4661.369827,4,30669.18789,19959.83421,0
36,88,35846,1,100,10002.00901,4,21446.76791,29904.03065,0
56,71,40249,0,100,6296.028482,9,22248.97721,55272.79958,0
29,55,33682,0,100,2467.952328,5,33041.18728,24848.79979,0
25,49,32195,2,100,2732.241934,10,25082.92549,8242.804431,0
39,70,36643,0,50,2988.767398,4,28341.39805,24480.57513,0
43,85,37589,0,14,7285.573612,6,44367.8319,23276.96208,0
32,78,34642,0,86,1604.424625,5,6587.542969,29391.35789,1
72,65,42760,0,92,3094.97276,4,41239.32581,37070.22256,1
44,81,37858,0,73,1344.594313,6,15543.00246,8064.599533,0
35,89,35556,0,1,4534.726922,2,9293.367679,28874.38921,0
37,84,36116,0,16,2241.578666,2,22358.36344,13809.17741,0
39,79,36624,0,82,4475.672615,3,8979.025628,8351.082396,0
59,52,40787,0,96,6734.259037,3,21173.11828,45761.31661,1
30,60,34010,0,57,7002.879825,6,48351.98845,34671.83645,0
40,68,36898,0,50,2848.544352,6,18263.24325,9467.328392,0
58,53,40596,0,41,2432.559046,4,34618.17759,11422.25554,0
60,72,40943,0,21,5712.178368,1,26612.23272,18060.88394,0
41,71,37136,0,65,7046.539471,3,31583.56959,6849.545332,0
87,71,44663,0,50,6034.882165,6,13767.462,25878.14636,0
35,89,35546,0,8,7200.069167,3,19690.09654,20861.80936,0
31,82,34338,1,62,3310.384194,6,24797.79399,29488.76672,1
46,77,38316,0,76,5317.280327,5,23578.70646,15791.83746,0
30,83,34023,0,43,3619.714192,1,40958.56506,25865.81106,0
37,82,36111,0,75,7250.030298,6,21348.55482,20985.77049,0
46,64,38280,2,1,8221.606671,6,14540.32423,36737.16587,0
33,51,34971,0,84,3997.419372,3,16794.86155,5280.672833,0
43,71,37612,0,99,3729.106266,4,43665.33485,48434.95967,1
